date,timestamp,all_oi_usd,excluded_oi_usd,crypto_oi_usd,btc_oi_usd,eth_oi_usd,others_oi_usd,raw_btc_pct,raw_eth_pct,raw_others_pct,excluded_oi_pct,btc_pct,eth_pct,others_pct
2023-01-30,1675036800,14748726437.85,0,14748726437.85,6361563765.01,4017470113.98,4369692558.86,43.1329701,27.23943746,29.62759244,0,43.1329701,27.23943746,29.62759244
2023-01-31,1675123200,15131011180.82,0,15131011180.82,6551855230.81,4005895355.22,4573260594.79,43.30084191,26.4747366,30.22442149,0,43.30084191,26.4747366,30.22442149
2023-02-01,1675209600,15845958861.61,0,15845958861.61,6784522379.28,4292831668.63,4768604813.7,42.81547389,27.09101864,30.09350747,0,42.81547389,27.09101864,30.09350747
2023-02-02,1675296000,15657055045.55,0,15657055045.55,6686229043.15,4226625783.84,4744200218.56,42.70425711,26.99502411,30.30071878,0,42.70425711,26.99502411,30.30071878
2023-02-03,1675382400,16045301158.56,0,16045301158.56,6653173822.76,4385172187.82,5006955147.98,41.46493579,27.32994628,31.20511793,0,41.46493579,27.32994628,31.20511793
2023-02-04,1675468800,16317534312.16,0,16317534312.16,6660944703.39,4581251265.44,5075338343.33,40.82077951,28.07563433,31.10358616,0,40.82077951,28.07563433,31.10358616
2023-02-05,1675555200,15906627231.5,0,15906627231.5,6778570428.37,4338623723.38,4789433079.75,42.61475629,27.27557301,30.10967071,0,42.61475629,27.27557301,30.10967071
2023-02-06,1675641600,15726026127.23,0,15726026127.23,6710211257.25,4344017552.81,4671797317.17,42.66946527,27.62311036,29.70742436,0,42.66946527,27.62311036,29.70742436
2023-02-07,1675728000,16464675699.75,0,16464675699.75,6775770983.95,4596338480.16,5092566235.64,41.1533826,27.91636206,30.93025534,0,41.1533826,27.91636206,30.93025534
2023-02-08,1675814400,16271555911.09,0,16271555911.09,6846592511.93,4491159028.14,4933804371.02,42.07706103,27.60128812,30.32165085,0,42.07706103,27.60128812,30.32165085
2023-02-09,1675900800,14608511233.62,0,14608511233.62,6332727952.18,4159361297.89,4116421983.55,43.34957787,28.47217784,28.1782443,0,43.34957787,28.47217784,28.1782443
2023-02-10,1675987200,14623703809.87,0,14623703809.87,6345033299.14,4101955820.87,4176714689.85,43.38868854,28.0500472,28.56126426,0,43.38868854,28.0500472,28.56126426
2023-02-11,1676073600,14935076803.84,0,14935076803.84,6406493237.29,4126002955.98,4402580610.56,42.89561628,27.62625871,29.47812501,0,42.89561628,27.62625871,29.47812501
2023-02-12,1676160000,14619185952.57,0,14619185952.57,6310685492.89,4031008927.89,4277491531.8,43.16714702,27.57341579,29.25943719,0,43.16714702,27.57341579,29.25943719
2023-02-13,1676246400,14752674469.29,0,14752674469.29,6368557113.75,4134731715.05,4249385640.49,43.16883103,28.02699757,28.8041714,0,43.16883103,28.02699757,28.8041714
2023-02-14,1676332800,15135857426.15,0,15135857426.15,6597875761.82,4149455914.76,4388525749.57,43.59102743,27.4147397,28.99423287,0,43.59102743,27.4147397,28.99423287
2023-02-15,1676419200,16243979285.05,0,16243979285.05,7216646784.91,4219851792.32,4807480707.82,44.42659436,25.97794369,29.59546195,0,44.42659436,25.97794369,29.59546195
2023-02-16,1676505600,15270621670.59,0,15270621670.59,6899443195.13,3970044287.6,4401134187.86,45.18115466,25.99792185,28.82092349,0,45.18115466,25.99792185,28.82092349
2023-02-17,1676592000,16098546144.89,0,16098546144.89,7139971092.42,4179071566.72,4779503485.75,44.35165156,25.95931042,29.68903802,0,44.35165156,25.95931042,29.68903802
2023-02-18,1676678400,16555918412.23,0,16555918412.23,7335811102.08,4258116503.09,4961990807.06,44.30929725,25.71960309,29.97109966,0,44.30929725,25.71960309,29.97109966
2023-02-19,1676764800,16409021493.83,0,16409021493.83,7205366965.91,4226719043.5,4976935484.42,43.91100937,25.75850757,30.33048306,0,43.91100937,25.75850757,30.33048306
2023-02-20,1676851200,17145615222.73,0,17145615222.73,7489287750.91,4362751827.08,5293575644.74,43.68048421,25.44529182,30.87422397,0,43.68048421,25.44529182,30.87422397
2023-02-21,1676937600,16821026916.89,0,16821026916.89,7437465575.38,4313830823.59,5069730517.91,44.21528847,25.6454665,30.13924502,0,44.21528847,25.6454665,30.13924502
2023-02-22,1677024000,16524784999.79,0,16524784999.79,7270994380.03,4267618028.49,4986172591.26,44.00053846,25.82555857,30.17390297,0,44.00053846,25.82555857,30.17390297
2023-02-23,1677110400,16379243080.17,0,16379243080.17,7189627054.13,4207267452.53,4982348573.5,43.89474543,25.68658046,30.41867411,0,43.89474543,25.68658046,30.41867411
2023-02-24,1677196800,15916801995.13,0,15916801995.13,6960967638.67,4225203977.7,4730630378.76,43.73345626,26.54555845,29.72098528,0,43.73345626,26.54555845,29.72098528
2023-02-25,1677283200,15873888048.52,0,15873888048.52,7062657934.51,4185503470.79,4625726643.22,44.49230027,26.36722306,29.14047667,0,44.49230027,26.36722306,29.14047667
2023-02-26,1677369600,16036321697.24,0,16036321697.24,7055963117.36,4230099298.4,4750259281.48,43.99988508,26.37823921,29.62187571,0,43.99988508,26.37823921,29.62187571
2023-02-27,1677456000,15810119839.34,0,15810119839.34,6882216943.33,4205924118.9,4721978777.11,43.530454,26.60273396,29.86681205,0,43.530454,26.60273396,29.86681205
2023-02-28,1677542400,15855063218.8,0,15855063218.8,6955993271.47,4264015438.55,4635054508.78,43.87237803,26.89371452,29.23390746,0,43.87237803,26.89371452,29.23390746
2023-03-01,1677628800,16445004268.95,0,16445004268.95,6980201340.95,4480529572.21,4984273355.79,42.44572532,27.24553608,30.30873859,0,42.44572532,27.24553608,30.30873859
2023-03-02,1677715200,16698382250.6,0,16698382250.6,7185429536.79,4534426897.65,4978525816.16,43.03069261,27.1548874,29.81441999,0,43.03069261,27.1548874,29.81441999
2023-03-03,1677801600,15022268481.62,0,15022268481.62,6553046910.49,4077105804.03,4392115767.09,43.62221936,27.14041364,29.237367,0,43.62221936,27.14041364,29.237367
2023-03-04,1677888000,14881473148.24,0,14881473148.24,6470749566.7,4123196296.41,4287527285.14,43.48191541,27.70690949,28.81117509,0,43.48191541,27.70690949,28.81117509
2023-03-05,1677974400,14811154175,0,14811154175,6427166799.17,4052504623.35,4331482752.48,43.39409828,27.36116697,29.24473475,0,43.39409828,27.36116697,29.24473475
2023-03-06,1678060800,15064056946.47,0,15064056946.47,6522894262.82,4081890391.46,4459272292.19,43.30104623,27.09688636,29.60206741,0,43.30104623,27.09688636,29.60206741
2023-03-07,1678147200,14972078117.34,0,14972078117.34,6439651253.42,4061165360.88,4471261503.03,43.0110717,27.12492768,29.86400063,0,43.0110717,27.12492768,29.86400063
2023-03-08,1678233600,14727095466.67,0,14727095466.67,6397920533.57,4064257934.06,4264916999.05,43.44319318,27.5971453,28.95966152,0,43.44319318,27.5971453,28.95966152
2023-03-09,1678320000,13536629598.39,0,13536629598.39,5823920173.62,3689450488.35,4023258936.42,43.02341385,27.25531094,29.7212752,0,43.02341385,27.25531094,29.7212752
2023-03-10,1678406400,13091432367.63,0,13091432367.63,5662261857.22,3499214912.68,3929955597.73,43.25166031,26.72904549,30.0192942,0,43.25166031,26.72904549,30.0192942
2023-03-11,1678492800,13080178425.1,0,13080178425.1,5482122570.6,3512469129.39,4085586725.11,41.91168035,26.85337321,31.23494644,0,41.91168035,26.85337321,31.23494644
2023-03-12,1678579200,13349978643.71,0,13349978643.71,5429238711.93,3515520435.29,4405219496.49,40.66851983,26.33352853,32.99795164,0,40.66851983,26.33352853,32.99795164
2023-03-13,1678665600,14422520504.84,0,14422520504.84,6276710817.9,3725359427.48,4420450259.46,43.52020727,25.83015518,30.64963754,0,43.52020727,25.83015518,30.64963754
2023-03-14,1678752000,14506133873.98,0,14506133873.98,6310741089.56,3718042859.95,4477349924.47,43.50394905,25.63083239,30.86521856,0,43.50394905,25.63083239,30.86521856
2023-03-15,1678838400,13945631002.41,0,13945631002.41,6209293012.96,3635089212.22,4101248777.23,44.5250058,26.06615084,29.40884336,0,44.5250058,26.06615084,29.40884336
2023-03-16,1678924800,14483370140.97,0,14483370140.97,6574970944.04,3689471487.22,4218927709.7,45.39669207,25.47384657,29.12946137,0,45.39669207,25.47384657,29.12946137
2023-03-17,1679011200,15893855398.91,0,15893855398.91,7417946922.89,3988366880.58,4487541595.44,46.67179068,25.09376599,28.23444333,0,46.67179068,25.09376599,28.23444333
2023-03-18,1679097600,15517824585.6,0,15517824585.6,7306917135.5,3906745804.26,4304161645.84,47.08725179,25.17586007,27.73688813,0,47.08725179,25.17586007,27.73688813
2023-03-19,1679184000,16225568507.87,0,16225568507.87,7813916993.73,3976524060.26,4435127453.89,48.15804753,24.50776414,27.33418833,0,48.15804753,24.50776414,27.33418833
2023-03-20,1679270400,15759589593.49,0,15759589593.49,7727873739.31,3835040649.48,4196675204.7,49.0360088,24.33464797,26.62934323,0,49.0360088,24.33464797,26.62934323
2023-03-21,1679356800,16267315114.97,0,16267315114.97,7723032372.86,4076879587.74,4467403154.37,47.47576547,25.0617853,27.46244923,0,47.47576547,25.0617853,27.46244923
2023-03-22,1679443200,15330141412.24,0,15330141412.24,7229626627.04,3930373689.71,4170141095.49,47.15955602,25.63820896,27.20223502,0,47.15955602,25.63820896,27.20223502
2023-03-23,1679529600,16179891309.35,0,16179891309.35,7409356008.38,4155538586.96,4614996714.01,45.79360805,25.68335292,28.52303904,0,45.79360805,25.68335292,28.52303904
2023-03-24,1679616000,15277527895.23,0,15277527895.23,7007528757.98,3805774198.27,4464224938.98,45.86821118,24.91092947,29.22085935,0,45.86821118,24.91092947,29.22085935
2023-03-25,1679702400,15314004282.38,0,15314004282.38,7010787582.17,3800152576.65,4503064123.57,45.78023783,24.81488516,29.404877,0,45.78023783,24.81488516,29.404877
2023-03-26,1679788800,15734338113.16,0,15734338113.16,7349823532.44,3787174879.31,4597339701.4,46.71199691,24.06948962,29.21851347,0,46.71199691,24.06948962,29.21851347
2023-03-27,1679875200,15503257058.99,0,15503257058.99,7160350884.8,3824674006.27,4518232167.92,46.18610694,24.67013216,29.14376089,0,46.18610694,24.67013216,29.14376089
2023-03-28,1679961600,15994149896.31,0,15994149896.31,7318070365.9,3952792697.24,4723286833.17,45.75466913,24.71399057,29.5313403,0,45.75466913,24.71399057,29.5313403
2023-03-29,1680048000,16724226100.63,0,16724226100.63,7783731289.41,4023990634.95,4916504176.26,46.54165306,24.06084808,29.39749885,0,46.54165306,24.06084808,29.39749885
2023-03-30,1680134400,16119979516.57,0,16119979516.57,7406090799.15,3892325872.75,4821562844.68,45.94354969,24.14597282,29.91047749,0,45.94354969,24.14597282,29.91047749
2023-03-31,1680220800,17013961557.9,0,17013961557.9,7617724695.58,4340106267.38,5056130594.95,44.77337432,25.50908707,29.71753861,0,44.77337432,25.50908707,29.71753861
2023-04-01,1680307200,16952038008.22,0,16952038008.22,7590885306.7,4273202425.79,5087950275.72,44.77860009,25.20760291,30.013797,0,44.77860009,25.20760291,30.013797
2023-04-02,1680393600,16558506297.41,0,16558506297.41,7498161185.18,4128036119.4,4932308992.82,45.2828356,24.93000302,29.78716138,0,45.2828356,24.93000302,29.78716138
2023-04-03,1680480000,15943194736.27,0,15943194736.27,6982281470.63,4042802373.06,4918110892.58,43.79474494,25.35754245,30.84771261,0,43.79474494,25.35754245,30.84771261
2023-04-04,1680566400,17173754566.32,0,17173754566.32,7194920594.77,4838077185.17,5140756786.38,41.89486095,28.1713423,29.93379675,0,41.89486095,28.1713423,29.93379675
2023-04-05,1680652800,17312203510.65,0,17312203510.65,7139737302.9,4925410047.92,5247056159.83,41.24106616,28.45050917,30.30842467,0,41.24106616,28.45050917,30.30842467
2023-04-06,1680739200,17010430053.05,0,17010430053.05,7258478237.16,4564059238.38,5187892577.51,42.67075091,26.83094563,30.49830346,0,42.67075091,26.83094563,30.49830346
2023-04-07,1680825600,17118239414.57,0,17118239414.57,7358525813.49,4516494251.22,5243219349.86,42.98646394,26.38410494,30.62943112,0,42.98646394,26.38410494,30.62943112
2023-04-08,1680912000,17098683760.15,0,17098683760.15,7346975659.72,4548122705.04,5203585395.38,42.96807733,26.59925623,30.43266645,0,42.96807733,26.59925623,30.43266645
2023-04-09,1680998400,17137780617,0,17137780617,7501339603.55,4405983677.74,5230457335.72,43.77077622,25.70918473,30.52003904,0,43.77077622,25.70918473,30.52003904
2023-04-10,1681084800,18509606433.56,0,18509606433.56,8592911250.88,4487125208.14,5429569974.54,46.42406245,24.24214272,29.33379483,0,46.42406245,24.24214272,29.33379483
2023-04-11,1681171200,18616214718.75,0,18616214718.75,8653882815.68,4421230000.55,5541101902.52,46.48572734,23.74935006,29.7649226,0,46.48572734,23.74935006,29.7649226
2023-04-12,1681257600,18895202664.8,0,18895202664.8,8586473308.65,4888400471.84,5420328884.31,45.44261028,25.87111956,28.68627016,0,45.44261028,25.87111956,28.68627016
2023-04-13,1681344000,20591891788.22,0,20591891788.22,8719569800.35,5949206896.96,5923115090.91,42.34467571,28.89101671,28.76430758,0,42.34467571,28.89101671,28.76430758
2023-04-14,1681430400,19874259237.47,0,19874259237.47,8124849831.19,5590503967.1,6158905439.18,40.88127127,28.12937026,30.98935847,0,40.88127127,28.12937026,30.98935847
2023-04-15,1681516800,20160266723.4,0,20160266723.4,8140629899.53,5697182338.54,6322454485.33,40.37957439,28.25945915,31.36096646,0,40.37957439,28.25945915,31.36096646
2023-04-16,1681603200,20315980394.43,0,20315980394.43,8056302572.63,5680419935.24,6579257886.56,39.65500269,27.9603535,32.38464381,0,39.65500269,27.9603535,32.38464381
2023-04-17,1681689600,19912055319.45,0,19912055319.45,7930219041.45,5563493674.22,6418342603.78,39.82622042,27.94032853,32.23345105,0,39.82622042,27.94032853,32.23345105
2023-04-18,1681776000,20338563423.49,0,20338563423.49,8124176953.96,5519354084.26,6695032385.27,39.94469415,27.13738414,32.91792171,0,39.94469415,27.13738414,32.91792171
2023-04-19,1681862400,17703008930.08,0,17703008930.08,7502620290.26,4718088765.49,5482299874.33,42.38048074,26.65133811,30.96818115,0,42.38048074,26.65133811,30.96818115
2023-04-20,1681948800,17605983238.3,0,17605983238.3,7544490692.58,4730877624.92,5330614920.81,42.85185661,26.87085158,30.27729181,0,42.85185661,26.87085158,30.27729181
2023-04-21,1682035200,16777796024.73,0,16777796024.73,7305285219.33,4444583464.78,5027927340.62,43.54138773,26.49086601,29.96774626,0,43.54138773,26.49086601,29.96774626
2023-04-22,1682121600,17331918605.16,0,17331918605.16,7573366606.54,4543242991.28,5215309007.34,43.69606608,26.21315675,30.09077717,0,43.69606608,26.21315675,30.09077717
2023-04-23,1682208000,16727983709.78,0,16727983709.78,7353631341.49,4406606470.55,4967745897.73,43.960058,26.34272335,29.69721865,0,43.960058,26.34272335,29.69721865
2023-04-24,1682294400,16668578938.45,0,16668578938.45,7298696999.52,4431320183.63,4938561755.3,43.78715802,26.58487085,29.62797113,0,43.78715802,26.58487085,29.62797113
2023-04-25,1682380800,17200599260.19,0,17200599260.19,7551708178.13,4537216076.3,5111675005.76,43.90375047,26.3782442,29.71800533,0,43.90375047,26.3782442,29.71800533
2023-04-26,1682467200,15813129217.91,0,15813129217.91,6879480928.32,4195672908.83,4737975380.76,43.50486759,26.53284401,29.9622884,0,43.50486759,26.53284401,29.9622884
2023-04-27,1682553600,16800401747.51,0,16800401747.51,7448087647.9,4345802308.94,5006511790.67,44.33279489,25.86725231,29.7999528,0,44.33279489,25.86725231,29.7999528
2023-04-28,1682640000,17064455737.64,0,17064455737.64,7558111541.33,4411637363.02,5094706833.29,44.29154763,25.85278682,29.85566555,0,44.29154763,25.85278682,29.85566555
2023-04-29,1682726400,17183566164.53,0,17183566164.53,7566129990.06,4453796206.5,5163639967.97,44.0311977,25.91892838,30.04987392,0,44.0311977,25.91892838,30.04987392
2023-04-30,1682812800,16893538184.97,0,16893538184.97,7440449695.14,4383928517.45,5069159972.38,44.04316972,25.95032769,30.00650259,0,44.04316972,25.95032769,30.00650259
2023-05-01,1682899200,16860274491.89,0,16860274491.89,7344369750.3,4480580374.5,5035324367.09,43.56020273,26.57477716,29.86502011,0,43.56020273,26.57477716,29.86502011
2023-05-02,1682985600,17258090707.7,0,17258090707.7,7541745822.92,4597117769.06,5119227115.71,43.69976929,26.6374644,29.66276631,0,43.69976929,26.6374644,29.66276631
2023-05-03,1683072000,17180557453.41,0,17180557453.41,7411365656.4,4625626685.65,5143565111.37,43.13809768,26.92361233,29.93828998,0,43.13809768,26.92361233,29.93828998
2023-05-04,1683158400,17391459568.68,0,17391459568.68,7600079063.45,4580344594.36,5211035910.87,43.70006458,26.33674636,29.96318906,0,43.70006458,26.33674636,29.96318906
2023-05-05,1683244800,18488185209.07,0,18488185209.07,7871427687.12,5264647540.58,5352109981.37,42.57544804,28.47573994,28.94881202,0,42.57544804,28.47573994,28.94881202
2023-05-06,1683331200,17332724800.23,0,17332724800.23,7466753887.58,4722234340.87,5143736571.78,43.07893868,27.24461615,29.67644517,0,43.07893868,27.24461615,29.67644517
2023-05-07,1683417600,17095100814.19,0,17095100814.19,7438977942.41,4526860571.74,5129262300.04,43.5152622,26.48045555,30.00428225,0,43.5152622,26.48045555,30.00428225
2023-05-08,1683504000,16754841558.63,0,16754841558.63,7651089012.15,4528298172.98,4575454373.5,45.66494398,27.02680391,27.30825211,0,45.66494398,27.02680391,27.30825211
2023-05-09,1683590400,16924963010.29,0,16924963010.29,7684882138.35,4557164824.81,4682916047.13,45.4056067,26.92570035,27.66869295,0,45.4056067,26.92570035,27.66869295
2023-05-10,1683676800,16353396232.47,0,16353396232.47,7223368405.14,4506092267.59,4623935559.74,44.17044816,27.55447372,28.27507812,0,44.17044816,27.55447372,28.27507812
2023-05-11,1683763200,16882520675.09,0,16882520675.09,7565027393.06,4680149543.52,4637343738.52,44.80982158,27.72186472,27.46831369,0,44.80982158,27.72186472,27.46831369
2023-05-12,1683849600,16526638142.14,0,16526638142.14,7288527268.7,4516513002.83,4721597870.6,44.10169331,27.32868575,28.56962094,0,44.10169331,27.32868575,28.56962094
2023-05-13,1683936000,16590670321.27,0,16590670321.27,7331614789.07,4537040196.26,4722015335.94,44.19119087,27.34693721,28.46187191,0,44.19119087,27.34693721,28.46187191
2023-05-14,1684022400,16797913978.7,0,16797913978.7,7429523283.06,4540427589.32,4827963106.32,44.22884468,27.02971092,28.7414444,0,44.22884468,27.02971092,28.7414444
2023-05-15,1684108800,17060449294.46,0,17060449294.46,7584693822.9,4515894914.02,4959860557.53,44.45776129,26.46996475,29.07227396,0,44.45776129,26.46996475,29.07227396
2023-05-16,1684195200,17331669369.77,0,17331669369.77,7641523423.86,4569691493.84,5120454452.06,44.0899446,26.36613587,29.54391953,0,44.0899446,26.36613587,29.54391953
2023-05-17,1684281600,17438052595.05,0,17438052595.05,7664499123.38,4537451704.62,5236101767.06,43.95272397,26.02040383,30.0268722,0,43.95272397,26.02040383,30.0268722
2023-05-18,1684368000,17011593501.56,0,17011593501.56,7395981897.49,4522937624.93,5092673979.14,43.47612642,26.58738362,29.93648995,0,43.47612642,26.58738362,29.93648995
2023-05-19,1684454400,17050815375.08,0,17050815375.08,7369236918.65,4503875014.82,5177703441.61,43.21926404,26.41442603,30.36630993,0,43.21926404,26.41442603,30.36630993
2023-05-20,1684540800,17286268414.05,0,17286268414.05,7510715038.41,4535333425.68,5240219949.96,43.44902473,26.23662503,30.31435024,0,43.44902473,26.23662503,30.31435024
2023-05-21,1684627200,17215935095.98,0,17215935095.98,7485632543.33,4578175136.34,5152127416.32,43.48083622,26.59266029,29.92650348,0,43.48083622,26.59266029,29.92650348
2023-05-22,1684713600,17480079958.65,0,17480079958.65,7501924947.85,4693305909.47,5284849101.33,42.91699446,26.84945332,30.23355221,0,42.91699446,26.84945332,30.23355221
2023-05-23,1684800000,17982413663.62,0,17982413663.62,7711485683.61,4931407325.15,5339520654.86,42.8834851,27.42350063,29.69301427,0,42.8834851,27.42350063,29.69301427
2023-05-24,1684886400,17165426422.02,0,17165426422.02,7665109143.87,4502009215.19,4998308062.96,44.65434738,26.22719124,29.11846138,0,44.65434738,26.22719124,29.11846138
2023-05-25,1684972800,17093717488.88,0,17093717488.88,7599858574.78,4461043808.91,5032815105.19,44.45995191,26.09756369,29.4424844,0,44.45995191,26.09756369,29.4424844
2023-05-26,1685059200,17138262464.26,0,17138262464.26,7466868485.44,4566488960.01,5104905018.81,43.56841016,26.64499374,29.7865961,0,43.56841016,26.64499374,29.7865961
2023-05-27,1685145600,17137294491.55,0,17137294491.55,7513926867.28,4444612312.36,5178755311.91,43.84546739,25.93532086,30.21921176,0,43.84546739,25.93532086,30.21921176
2023-05-28,1685232000,17923999374.83,0,17923999374.83,8058428108.56,4607683610.27,5257887656.01,44.95887296,25.70678292,29.33434412,0,44.95887296,25.70678292,29.33434412
2023-05-29,1685318400,17774190882,0,17774190882,7980805130.06,4608663315.3,5184722436.64,44.90108823,25.92896265,29.16994912,0,44.90108823,25.92896265,29.16994912
2023-05-30,1685404800,18058820476.87,0,18058820476.87,8010856908.57,4754388613.09,5293574955.21,44.35980145,26.32723781,29.31296073,0,44.35980145,26.32723781,29.31296073
2023-05-31,1685491200,17575655464.67,0,17575655464.67,7768220969.6,4643279240.64,5164155254.44,44.1987554,26.41881124,29.38243336,0,44.1987554,26.41881124,29.38243336
2023-06-01,1685577600,17540868463.73,0,17540868463.73,7799026080.08,4521045316.41,5220797067.24,44.46202932,25.77435277,29.76361791,0,44.46202932,25.77435277,29.76361791
2023-06-02,1685664000,18132106053.8,0,18132106053.8,7895887449.77,4785414427.98,5450804176.05,43.54644423,26.39193932,30.06161645,0,43.54644423,26.39193932,30.06161645
2023-06-03,1685750400,18056577557.36,0,18056577557.36,7885495715.85,4694816205.37,5476265636.13,43.67104281,26.00058727,30.32836992,0,43.67104281,26.00058727,30.32836992
2023-06-04,1685836800,18028351109.71,0,18028351109.71,7694259034.98,4740851562.44,5593240512.29,42.678662,26.2966454,31.0246926,0,42.678662,26.2966454,31.0246926
2023-06-05,1685923200,17355228343.32,0,17355228343.32,7878701551.28,4645479173.47,4831047618.58,45.39670349,26.76702998,27.83626653,0,45.39670349,26.76702998,27.83626653
2023-06-06,1686009600,17235370541.29,0,17235370541.29,7739152405.35,4518323965.9,4977894170.04,44.90273294,26.2154153,28.88185176,0,44.90273294,26.2154153,28.88185176
2023-06-07,1686096000,16351201122.98,0,16351201122.98,7251698636.25,4348786893.34,4750715593.39,44.34963879,26.59613114,29.05423007,0,44.34963879,26.59613114,29.05423007
2023-06-08,1686182400,16546816209.15,0,16546816209.15,7362934276.1,4368528859.86,4815353073.2,44.49758904,26.40102364,29.10138731,0,44.49758904,26.40102364,29.10138731
2023-06-09,1686268800,16691007254.54,0,16691007254.54,7363593294.56,4405308201.86,4922105758.12,44.11712956,26.3933035,29.48956695,0,44.11712956,26.3933035,29.48956695
2023-06-10,1686355200,15269891491.58,0,15269891491.58,7231779496.11,4419183012.09,3618928983.39,47.35973075,28.94050043,23.69976883,0,47.35973075,28.94050043,23.69976883
2023-06-11,1686441600,15179605690.13,0,15179605690.13,7162017585.26,4370598283.6,3646989821.27,47.18184208,28.79256795,24.02558996,0,47.18184208,28.79256795,24.02558996
2023-06-12,1686528000,15473661092.59,0,15473661092.59,7286903170.9,4483441155.99,3703316765.69,47.09230173,28.974663,23.93303526,0,47.09230173,28.974663,23.93303526
2023-06-13,1686614400,15652174659.99,0,15652174659.99,7426477556.88,4507536763.51,3718160339.59,47.44693768,28.79815017,23.75491215,0,47.44693768,28.79815017,23.75491215
2023-06-14,1686700800,15012576442.99,0,15012576442.99,7229405101.32,4213868836.51,3569302505.16,48.15565888,28.06892509,23.77541602,0,48.15565888,28.06892509,23.77541602
2023-06-15,1686787200,15253971493.12,0,15253971493.12,7391650733.63,4152650465.78,3709670293.71,48.45722137,27.22340518,24.31937345,0,48.45722137,27.22340518,24.31937345
2023-06-16,1686873600,15633846147.18,0,15633846147.18,7752790309.08,4080362516.11,3800693321.99,49.58978255,26.09954376,24.31067369,0,49.58978255,26.09954376,24.31067369
2023-06-17,1686960000,15546291684.25,0,15546291684.25,7630958205.69,4038373535.99,3876959942.57,49.08539194,25.9764426,24.93816546,0,49.08539194,25.9764426,24.93816546
2023-06-18,1687046400,15413648004.31,0,15413648004.31,7639408282.24,3995008515.84,3779231206.24,49.5626232,25.91864375,24.51873304,0,49.5626232,25.91864375,24.51873304
2023-06-19,1687132800,15748139227.43,0,15748139227.43,7908768795.89,3989143297.76,3850227133.78,50.2203383,25.33088665,24.44877505,0,50.2203383,25.33088665,24.44877505
2023-06-20,1687219200,17118885324.59,0,17118885324.59,8982723026.22,4097232861.23,4038929437.14,52.47259302,23.93399327,23.59341371,0,52.47259302,23.93399327,23.59341371
2023-06-21,1687305600,17550986735.39,0,17550986735.39,9037707832.8,4330345248.02,4182933654.57,51.49401552,24.67294468,23.8330398,0,51.49401552,24.67294468,23.8330398
2023-06-22,1687392000,17550799537.1,0,17550799537.1,9089555000.78,4333408756.56,4127835779.76,51.78997676,24.69066294,23.51936031,0,51.78997676,24.69066294,23.51936031
2023-06-23,1687478400,17906083289.54,0,17906083289.54,9278318556.13,4272024647.99,4355740085.43,51.81657209,23.8579514,24.32547652,0,51.81657209,23.8579514,24.32547652
2023-06-24,1687564800,17748770870.08,0,17748770870.08,9167982527.75,4267497544.26,4313290798.07,51.65418267,24.04390465,24.30191268,0,51.65418267,24.04390465,24.30191268
2023-06-25,1687651200,18070162672.49,0,18070162672.49,9188256747.82,4472018560.35,4409887364.33,50.84767035,24.74808136,24.40424829,0,50.84767035,24.74808136,24.40424829
2023-06-26,1687737600,18014017678.61,0,18014017678.61,9180246918.09,4396154995.95,4437615764.57,50.96168485,24.40407839,24.63423676,0,50.96168485,24.40407839,24.63423676
2023-06-27,1687824000,18538617634.79,0,18538617634.79,9368886328.98,4533699099.85,4636032205.97,50.53713558,24.45543238,25.00743204,0,50.53713558,24.45543238,25.00743204
2023-06-28,1687910400,17872410458.47,0,17872410458.47,9113374737.52,4476396141.98,4282639578.97,50.9913017,25.04640408,23.96229422,0,50.9913017,25.04640408,23.96229422
2023-06-29,1687996800,18229641515.54,0,18229641515.54,9321298812.37,4355927533.76,4552415169.41,51.13265011,23.89475147,24.97259842,0,51.13265011,23.89475147,24.97259842
2023-06-30,1688083200,18050666272.09,0,18050666272.09,8598253149.95,4714167730.96,4738245391.19,47.63399323,26.11630873,26.24969804,0,47.63399323,26.11630873,26.24969804
2023-07-01,1688169600,18466228199.63,0,18466228199.63,8766887252.63,4729436486.63,4969904460.36,47.47524593,25.611275,26.91347906,0,47.47524593,25.611275,26.91347906
2023-07-02,1688256000,18380251144.54,0,18380251144.54,8691700513.46,4608197187.51,5080353443.56,47.28825763,25.07145931,27.64028306,0,47.28825763,25.07145931,27.64028306
2023-07-03,1688342400,19433027694.3,0,19433027694.3,9327557818.68,4899336994.25,5206132881.37,47.99847952,25.21139305,26.79012742,0,47.99847952,25.21139305,26.79012742
2023-07-04,1688428800,18902391775.1,0,18902391775.1,9114927340.57,4696153872.17,5091310562.36,48.22102647,24.84423097,26.93474256,0,48.22102647,24.84423097,26.93474256
2023-07-05,1688515200,18600458791.94,0,18600458791.94,9040554722.89,4695316362.48,4864587706.56,48.60393404,25.24301371,26.15305225,0,48.60393404,25.24301371,26.15305225
2023-07-06,1688601600,17667005801.07,0,17667005801.07,8571832502.04,4385144012.6,4710029286.43,48.51887523,24.82109341,26.66003136,0,48.51887523,24.82109341,26.66003136
2023-07-07,1688688000,17921549125.79,0,17921549125.79,8620331635.33,4398910717.95,4902306772.51,48.10037109,24.54537098,27.35425793,0,48.10037109,24.54537098,27.35425793
