date,all_oi_usd,btc_oi_usd,eth_oi_usd,others_oi_usd,btc_pct,eth_pct,others_pct,market_count,unverified_checksums,max_stale_minutes
2021-12-01,15739786128.25,5977382545.46,2886316657.82,6876086924.97,37.97626281,18.33771205,43.68602514,184,0,4.98
2021-12-02,15581053750.49,5857635268.21,2818039352.5,6905379129.77,37.59460279,18.08632072,44.31907649,186,0,4.98
2021-12-03,14844409729.98,5737746953.2,2654427610.43,6452235166.35,38.65257735,17.88166494,43.46575771,186,0,4.98
2021-12-04,9856769307.63,3653275762.0,2117447504.45,4086046041.17,37.06362245,21.48216559,41.45421196,183,0,4.98
2021-12-05,9406759814.48,3573951302.94,1994600631.1,3838207880.44,37.99343635,21.2039073,40.80265635,186,0,4.98
2021-12-06,9552190848.61,3483356211.53,2075695690.67,3993138946.41,36.46656842,21.73004836,41.80338322,186,0,4.98
2021-12-07,9672041099.97,3551722074.64,2051387760.7,4068931264.63,36.72153621,21.20946075,42.06900304,187,0,4.98
2021-12-08,9999652825.72,3524440669.7,2163351132.06,4311861023.95,35.24563033,21.63426241,43.12010726,187,0,4.98
2021-12-09,9784493545.88,3569290605.8,2119412976.73,4095789963.35,36.4790532,21.66093694,41.86000986,187,0,4.98
2021-12-10,9254851745.12,3403871508.63,2011321492.56,3839658743.93,36.77931967,21.7326171,41.48806323,187,0,4.98
2021-12-11,9719913653.99,3556394219.27,2075297597.82,4088221836.9,36.58874292,21.350988,42.06026908,188,0,4.98
2021-12-12,10061890032.75,3747400852.05,2166234846.95,4148254333.76,37.24350833,21.52910477,41.2273869,187,0,4.98
2021-12-13,9484122153.67,3604375893.94,2074796434.87,3804949824.85,38.00431748,21.87652585,40.11915666,187,0,4.98
2021-12-14,9615974766.67,3671098309.57,2054600233.74,3890276223.36,38.17707927,21.36653104,40.45638968,186,0,4.98
2021-12-15,9893132213.66,3754967782.4,2134906697.26,4003257734.0,37.95529769,21.57968428,40.46501803,189,0,4.98
2021-12-16,10080830418.56,3905769775.61,2172145895.07,4002914747.88,38.74452415,21.54729129,39.70818456,188,0,4.98
2021-12-17,10036846266.71,3971982851.78,2062089525.45,4002773889.47,39.57401305,20.54519389,39.88079306,189,0,4.98
2021-12-18,10427611106.11,4101626918.59,2121860162.72,4204124024.8,39.33429121,20.3484781,40.31723069,188,0,4.98
2021-12-19,10474765073.11,4207079826.62,2120628033.36,4147057213.13,40.16395401,20.24511307,39.59093292,189,0,4.98
2021-12-20,10792683333.04,4498306708.02,2180238976.13,4114137648.9,41.67922443,20.20108354,38.11969204,189,0,4.98
2021-12-21,11871191876.53,5125179791.52,2333951361.63,4412060723.38,43.17325375,19.66063211,37.16611415,188,0,4.98
2021-12-22,11997180924.74,5209830903.01,2253627618.02,4533722403.71,43.42545916,18.78464309,37.78989774,187,0,4.98
2021-12-23,13042406624.85,5479790111.21,2548062997.74,5014553515.9,42.0151761,19.53675476,38.44806913,192,0,4.98
2021-12-24,12902884819.34,5372280355.87,2644106757.23,4886497706.24,41.63627306,20.49236891,37.87135803,193,0,4.98
2021-12-25,13250450828.56,5404480474.64,2803462025.55,5042508328.37,40.78714411,21.15748409,38.0553718,192,0,4.98
2021-12-26,13285967034.7,5345119709.99,2720974797.03,5219872527.67,40.23131847,20.48006585,39.28861568,191,0,4.98
2021-12-27,13336242955.02,5390819119.69,2774110284.64,5171313550.69,40.42232237,20.80128784,38.77638978,194,0,4.98
2021-12-28,12238706317.62,4932248894.53,2727541068.14,4578916354.95,40.30041057,22.28618775,37.41340168,193,0,4.98
2021-12-29,12039684445.27,4999439282.25,2607624263.04,4432620899.99,41.52467039,21.65857648,36.81675313,195,0,4.98
2021-12-30,12170718960.96,5013128652.58,2591472565.99,4566117742.39,41.19007816,21.29268266,37.51723918,196,0,564.98
2021-12-31,12258091170.74,5104854019.71,2618920019.19,4534317131.83,41.64477119,21.36482738,36.99040143,204,0,1154.98
2022-01-01,12437221810.31,5062323388.8,2596637098.67,4778261322.84,40.703008,20.87795119,38.41904081,192,0,4.98
2022-01-02,12504394804.15,5081215591.66,2624003563.29,4799175649.2,40.63543795,20.98465063,38.37991142,191,0,4.98
2022-01-03,12936077534.74,5368854055.5,2608585211.53,4958638267.72,41.50295204,20.16519462,38.33185333,192,0,4.98
2022-01-04,12890421146.96,5390137128.86,2647417750.9,4852866267.2,41.81505839,20.53786855,37.64707306,191,0,4.98
2022-01-05,11875025630.79,5048726555.86,2542067238.27,4284231836.66,42.51550028,21.4068358,36.07766391,191,0,4.98
2022-01-06,11912481092.31,5065574605.7,2471838867.21,4375067619.4,42.52325411,20.74999195,36.72675394,193,0,4.98
2022-01-07,11236644352.96,4758064031.35,2325226622.48,4153353699.13,42.34417217,20.69324746,36.96258036,193,0,4.98
2022-01-08,11036234035.26,4773267956.22,2255628026.01,4007338053.03,43.25087653,20.43838522,36.31073825,194,0,4.98
2022-01-09,11086510503.69,4780228799.1,2256290095.48,4049991609.11,43.11752375,20.35167057,36.53080568,193,0,4.98
2022-01-10,11024068415.44,4815200944.38,2214044895.37,3994822575.7,43.67898278,20.08373689,36.23728033,193,0,594.98
2022-01-11,11467675696.8,4938993798.48,2271419707.21,4257262191.11,43.06883042,19.80714983,37.12401975,194,0,4.98
