date,all_oi_usd,btc_oi_usd,eth_oi_usd,others_oi_usd,btc_pct,eth_pct,others_pct,market_count
2022-07-24,2569414350.120068,1365299618.527,558190494.306,645924237.2870681,53.13660751,21.72442503,25.13896746,127
2022-07-25,2614447068.762786,1378814947.0035,587025849.284,648606272.4752859,52.73830033,22.45315487,24.80854481,127
2022-07-26,2412324756.86332,1293469728.3485,530511716.6,588343311.9148198,53.61922041,21.99172044,24.38905915,127
2022-07-27,2496132628.5208573,1322757753.973,563069645.3495,610305229.1983573,52.9922865,22.55768139,24.45003211,127
2022-07-28,2765732421.1971483,1420761893.2189999,656261055.286,688709472.6921484,51.37018615,23.72829165,24.90152219,127
2022-07-29,2711565855.055821,1378513201.426,625626997.22,707425656.4098208,50.83827114,23.0725356,26.08919326,127
2022-07-30,2729082272.4281673,1424367823.2995,610475173.398,694239275.7306674,52.19219067,22.3692477,25.43856163,127
2022-07-31,2712902900.957474,1399025617.9605,604267993.2925,709609289.7044742,51.56932146,22.2738526,26.15682594,127
2022-08-01,2695654968.777415,1373076294.419,624486184.776,698092489.5824149,50.93664843,23.16639896,25.8969526,127
2022-08-02,2722507524.365977,1398413676.678,607462522.5699999,716631325.1179769,51.36491503,22.31261134,26.32247363,127
2022-08-03,2610837764.7073984,1338084968.856,581775039.5625,690977756.2888985,51.25117259,22.28307892,26.46574849,127
2022-08-04,2726897971.7968287,1405943278.62,604704518.7650001,716250174.4118288,51.5583382,22.17554617,26.26611563,127
2022-08-05,2718437705.1152763,1362398835.1175,631618467.9300001,724420402.0677762,50.11697831,23.23461254,26.64840915,127
2022-08-06,2749275029.101938,1325479673.604,653065589.6655,770729765.8324376,48.21197078,23.75410182,28.03392741,130
2022-08-07,2809024048.0687594,1375920070.575,658224020.7179999,774879956.7757595,48.98213924,23.4324808,27.58537996,130
2022-08-08,2825404429.126947,1385812672.921,642935182.827,796656573.3789469,49.04829406,22.75550984,28.1961961,130
2022-08-09,2997030856.11697,1498293663.9475,683996412.02,814740780.1494701,49.99260054,22.82246813,27.18493133,130
2022-08-10,3033012547.039411,1560460454.625,681568667.4749999,790983424.9394112,51.4491922,22.47167319,26.07913461,130
2022-08-11,2944019223.443817,1398709896.4060001,728583264.605,816726062.432817,47.51021614,24.74791125,27.7418726,130
2022-08-12,3033913772.5603056,1450857952.209,762575053.2179999,820480767.1333055,47.82133116,25.13502724,27.0436416,130
2022-08-13,3113500355.21143,1473080386.5375001,788444917.9100001,851975050.7639298,47.31267765,25.3234247,27.36389766,130
2022-08-14,3194038397.581522,1536397214.336,795773738.2049999,861867445.0405221,48.10202706,24.91434476,26.98362818,130
2022-08-15,3179396240.501029,1552686451.8265,766374072.22,860335716.454529,48.83589004,24.10439009,27.05971988,130
2022-08-16,3144123151.5644326,1537348251.7010002,754793325.566,851981574.2974324,48.89592989,24.00648095,27.09758916,130
2022-08-17,3202583099.31663,1559308074.724,773115292.9384999,870159731.65413,48.68907461,24.14036635,27.17055904,130
2022-08-18,3249802518.129822,1662960771.4450002,776478116.8634818,810363629.8213398,51.17113308,23.8930862,24.93578072,131
2022-08-19,3230415107.6832995,1669354636.372,783324212.7945,777736258.5167996,51.67616485,24.2484073,24.07542785,131
2022-08-20,2766756338.777024,1446452264.7280002,636784161.719,683519912.3300236,52.27971269,23.01554903,24.70473828,131
2022-08-21,2750885091.9430895,1440481500.4359999,632506653.2685,677896938.2385896,52.36429194,22.99284165,24.64286641,131
2022-08-22,2813869320.5268054,1452144049.9977849,660045650.8985001,701679619.6305205,51.60666273,23.45686937,24.93646789,131
2022-08-23,2850589884.1696463,1449309540.539,686088228.2715,715192115.3591462,50.84244312,24.06828959,25.08926729,131
2022-08-24,2954760781.7032695,1482840552.9635,730695042.7095,741225186.0302695,50.18479202,24.72941455,25.08579343,131
2022-08-25,2941628637.3438783,1491527306.258,726266074.885,723835256.2008784,50.70413333,24.6892509,24.60661577,131
2022-08-26,2964844495.379379,1475718321.8995,763308889.6455,725817283.834379,49.77388609,25.7453263,24.48078761,131
2022-08-27,2764245390.2437305,1453904444.049,676713515.0419999,633627431.1527306,52.59679366,24.48094939,22.92225695,132
2022-08-28,2799993931.941006,1481302837.23,673146862.689985,645544232.0210211,52.90378741,24.04101148,23.05520111,132
2022-08-29,2766626243.1864686,1470215140.444,674361631.156,622049471.5864686,53.14108272,24.37487293,22.48404435,132
2022-08-30,2878710206.1440287,1497157618.1285,717405464.1135,664147123.9020287,52.00793101,24.92107273,23.07099626,132
2022-08-31,2766509846.913789,1461459959.8274999,676194157.072,628855730.0142889,52.82684829,24.44213809,22.73101362,132
