date,all_oi_usd,btc_oi_usd,eth_oi_usd,others_oi_usd,btc_pct,eth_pct,others_pct,market_count
2022-04-18,3465775178.8262577,1881851425.0279999,673640610.198,910283143.6002579,54.29813903,19.43693908,26.26492189,115
2022-04-19,3362104098.2594085,1784409461.663,660942551.0120001,916752085.5844083,53.07418835,19.65859865,27.26721299,115
2022-04-20,3465514866.033399,1818961902.938,672719830.628,973833132.4673991,52.48749387,19.41182931,28.10067681,115
2022-04-21,3384958157.777547,1773084978.5279999,649890922.244,961982257.005547,52.38129678,19.19937831,28.41932491,117
2022-04-22,3334268747.232879,1724444191.5435,685657500.832,924167054.8573792,51.7188122,20.56395428,27.71723352,117
2022-04-23,3419047517.635482,1791946780.552,681188501.211,945912235.8724818,52.41070126,19.92334116,27.66595758,118
2022-04-24,3444226818.889099,1785680775.9769998,686893080.5195,971652962.3925993,51.8456208,19.94331723,28.21106197,118
2022-04-25,3413039328.2866297,1759059310.3504999,696427903.645,957552114.2911298,51.53938004,20.4049188,28.05570116,118
2022-04-26,3336073367.3922653,1694675841.5085955,670346618.959,971050906.9246699,50.79851834,20.09388119,29.10760046,118
2022-04-27,3323616603.75302,1770471120.5925,652782848.018,900362635.1425198,53.26941497,19.64073856,27.08984647,118
2022-04-28,3290046651.027968,1718688003.894,631274666.1025,940083981.0314679,52.23901623,19.18740775,28.57357602,118
2022-04-29,3259497115.6458697,1691462488.23,628391613.076,939643014.3398697,51.89335742,19.27879028,28.8278523,119
2022-04-30,3331980520.42517,1761507833.57,667140462.756,903332224.09917,52.86669063,20.02233983,27.11096954,119
2022-05-01,3221317944.2084975,1743697674.933,668836626.75,808783642.5254974,54.12994635,20.7628256,25.10722805,119
2022-05-02,3164792862.3831205,1719627519.543,637221419.1575,807943923.6826205,54.33617915,20.13469591,25.52912493,119
2022-05-03,3190298791.4809604,1747686200.508,645592625.752,797019965.2209605,54.78127018,20.23611793,24.98261189,119
2022-05-04,3402381340.710229,1959504869.922,645255630.704,797620840.084229,57.59215895,18.96482393,23.44301712,119
2022-05-05,3328248912.2185817,1840712854.4375,636371925.48,851164132.3010817,55.30574494,19.1203225,25.57393256,119
2022-05-06,3162632900.7289643,1755743470.441,643815123.798,763074306.4899644,55.51524712,20.356935,24.12781788,119
2022-05-07,3094505763.8341007,1720090192.8309999,610577697.36,763837873.6431009,55.58529614,19.73102472,24.68367914,119
2022-05-08,3122525041.523679,1774190591.848,609052790.7275,739281658.9481788,56.81909891,19.50513711,23.67576398,119
2022-05-09,3024060609.1560016,1676379988.5961597,614681515.127,732999105.4328419,55.43473512,20.32636228,24.23890259,119
2022-05-10,2463281326.929829,1380695145.1421993,513636633.235,568949548.5526298,56.05105394,20.85172439,23.09722167,119
2022-05-11,2485407669.1184363,1369795075.7426898,537893739.459,577718853.9167465,55.11349678,21.64207289,23.24443032,119
2022-05-12,2300772849.4372,1327032979.5075002,507344859.4,466395010.5296999,57.67770512,22.05106252,20.27123237,119
2022-05-13,2070896191.010954,1213172441.7377129,440124510.96000004,417599238.313241,58.5820017,21.25285241,20.1651459,119
2022-05-14,2214570911.0856185,1308276091.376,449263142.635,457031677.0746186,59.0758275,20.28669032,20.63748218,119
2022-05-15,2213979576.7569094,1276829936.6407003,453310929.52047944,483838710.5957296,57.67126084,20.47493727,21.85380189,119
2022-05-16,2416673401.744459,1426263863.156,471762068.685,518647469.90345925,59.01765055,19.52113465,21.46121481,119
2022-05-17,2289354529.0763083,1347114215.56,462096272.152,480144041.3643083,58.84253393,20.18456584,20.97290023,119
2022-05-18,2351458774.2193484,1359923048.3685,470727405.1209791,520808320.72986937,57.83316566,20.01852681,22.14830753,120
2022-05-19,2375083971.2713895,1398642099.9520001,476525832.00699997,499916039.3123894,58.88811161,20.06353619,21.0483522,120
2022-05-20,2515664427.1887474,1519465584.8155,468232687.1875,527966155.1857474,60.40016977,18.61268467,20.98714556,120
2022-05-21,2437916123.021018,1463054558.2847085,471362509.348,503499055.38830954,60.01250595,19.33464835,20.65284571,120
2022-05-22,2446873581.8640885,1447836269.1815,469172087.18,529865225.50258857,59.17086522,19.17434929,21.6547855,120
2022-05-23,2618256636.9276066,1560209509.8344998,504478138.679,553568988.4141067,59.58963258,19.26771164,21.14265579,120
2022-05-24,2576505015.1120877,1528403844.0465002,522679422.006,525421749.05958754,59.32081774,20.28637317,20.3928091,120
2022-05-25,2608384778.7321897,1533847326.5974998,519889549.71000004,554647902.4246898,58.80448848,19.9314746,21.26403692,120
2022-05-26,2535705655.4910874,1476268254.2565,495155297.351,564282103.8835874,58.21922789,19.52731762,22.25345448,120
2022-05-27,2455921663.227927,1465158539.3397079,475332612.429,515430511.45921934,59.65819518,19.35455107,20.98725375,120
2022-05-28,2466595431.798469,1452401016.7540002,488513706.1,525680708.94446886,58.88282278,19.80518166,21.31199556,120
2022-05-29,2560653075.8691373,1496564588.9875002,504406038.03,559682448.8516371,58.44464457,19.69833566,21.85701976,120
2022-05-30,2674974243.897529,1586827655.4775,514417210.64,573729377.7800292,59.32123119,19.23073509,21.44803372,120
2022-05-31,2725910263.566039,1582757850.6695,526076043.7175,617076369.179039,58.06346129,19.29909619,22.63744252,120
2022-06-01,2703810050.2327995,1588590746.927,512272410.425,602946892.8807995,58.75378512,18.94631653,22.29989835,121
2022-06-02,2570029275.135641,1503215079.617,510502198.916,556311996.602641,58.49019286,19.86367252,21.64613462,122
2022-06-03,2615146231.9381657,1523313950.817,504020696.0,587811585.1211658,58.2496662,19.27313623,22.47719756,122
2022-06-04,2620651207.17472,1532744517.2295,512702491.43,575204198.5152197,58.48716201,19.56393472,21.94890327,122
2022-06-05,2673494876.4430275,1554442554.47,515074831.6,603977490.3730274,58.14271679,19.26597414,22.59130906,122
2022-06-06,2692578105.3615184,1575400950.7655,517669107.95000005,599508046.6460183,58.50901586,19.2257787,22.26520543,122
2022-06-07,2934921822.7403073,1772948943.5675,531355236.347,630617642.8258072,60.40872809,18.10457888,21.48669303,123
2022-06-08,2650641290.392518,1547222649.695,512334931.901,591083708.7965181,58.37163464,19.32871618,22.29964918,123
2022-06-09,2547057563.3924007,1435351137.4160001,520541637.905,591164788.0714006,56.35330579,20.43697973,23.20971448,123
2022-06-10,2714974530.1340313,1559292689.97,535609747.79849994,620072092.3655313,57.43305039,19.72798425,22.83896536,123
2022-06-11,2792450992.9096007,1623287890.6605,566374009.0799999,602789093.1691008,58.13129379,20.28232583,21.58638038,124
2022-06-12,2705185657.717727,1599396564.8352165,541703286.82,564085806.0625106,59.12335666,20.02462512,20.85201821,124
2022-06-13,2505036819.070947,1465645829.898,534493943.72749996,504897045.4454472,58.5079556,21.33676997,20.15527443,124
2022-06-14,2054254254.2687302,1112766586.611,476093362.3825,465394305.2752301,54.16888315,23.17597062,22.65514623,124
2022-06-15,2019118748.7984219,1110776499.8915,435415720.36,472926528.54692185,55.01293574,21.56464154,23.42242272,124
2022-06-16,2047792492.8936098,1105533105.479,434485097.725,507774289.68960965,53.98657868,21.21724243,24.79617888,124
2022-06-17,2030087619.70824,1116125600.978,433860745.512,480101273.2182401,54.97918366,21.37152807,23.64928827,124
2022-06-18,2038780650.0666342,1099496340.3017955,436136850.94,503147458.8248387,53.92911397,21.39204386,24.67884217,125
2022-06-19,1953472398.8334394,1034826363.9345,426008064.816,492637970.0829394,52.9736875,21.80773402,25.21857849,125
2022-06-20,2056463721.4538472,1066710080.066,463442864.375,526310777.0128472,51.87108671,22.53591248,25.59300082,125
2022-06-21,2092925805.588159,1106234632.8925,456887692.25,529803480.44565916,52.85589341,21.83009503,25.31401156,125
2022-06-22,2121044541.4203384,1105822900.052,436770279.4065,578451361.9618384,52.13576983,20.59222571,27.27200446,125
2022-06-23,2052010348.5869896,1099413439.6908002,421821815.976,530775092.92018944,53.57738281,20.55651504,25.86610215,125
2022-06-24,2196089380.6129985,1154455745.194,450514784.3665,591118851.0524985,52.56870487,20.51441022,26.91688491,125
2022-06-25,2235564739.0019684,1170381713.843,461588843.4325,603594181.7264684,52.35284371,20.64752746,26.99962883,125
2022-06-26,2342624121.6928945,1233390022.664,490993421.9515,618240677.0773945,52.64993266,20.9591209,26.39094643,125
2022-06-27,2206385351.264119,1155645964.7519999,477345939.985,573393446.5271193,52.37734034,21.63474933,25.98791033,125
2022-06-28,2288045370.296,1223891170.435,491401072.476,572753127.385,53.49068626,21.47689372,25.03242002,125
2022-06-29,2260959322.220918,1241385172.3685,459482662.317,560091487.5354183,54.90524134,20.3224648,24.77229387,126
2022-06-30,2202730559.0833774,1194997665.4390001,451946188.822,555786704.8223772,54.25074168,20.51754296,25.23171536,126
2022-07-01,2129333723.2401395,1154826896.9650002,442493415.2905,532013410.98463935,54.23418999,20.78083912,24.98497089,126
2022-07-02,2028239374.3760192,1056571971.9430001,431851762.7235,539815639.7095191,52.09306087,21.29195243,26.6149867,126
2022-07-03,2107356990.5246701,1099838819.522,458038257.485,549479913.51767,52.19043686,21.73520004,26.0743631,126
2022-07-04,2084740744.443848,1067574489.043,470978316.515,546187938.8858479,51.20898087,22.59169721,26.19932192,126
2022-07-05,2295309448.0813484,1221276496.839,483806897.95100003,590226053.2913485,53.2074879,21.07806851,25.71444359,126
2022-07-06,2224901462.4867067,1157903168.7825968,489085309.8,577912983.90411,52.04289665,21.98233576,25.97476759,126
2022-07-07,2336448127.9793806,1236331703.7410002,485142997.0985,614973427.1398804,52.91500757,20.76412445,26.32086798,126
2022-07-08,2616404107.6361604,1445431433.883,519847493.664,651125180.0891604,55.24496119,19.86877685,24.88626196,126
2022-07-09,2420629672.7070494,1299822720.54,498169230.69500005,622637721.4720494,53.69771077,20.58015054,25.72213869,126
2022-07-10,2492529879.680606,1331021382.4507842,508723325.159,652785172.0708218,53.40041832,20.40991883,26.18966286,126
2022-07-11,2411421754.243108,1288956474.6215,502596030.44799995,619869249.1736078,53.45213762,20.84231137,25.70555101,126
2022-07-12,2292328921.7709064,1218807646.5208006,497954357.89199996,575566917.3581059,53.16896868,21.72263994,25.10839138,126
2022-07-13,2325147368.2472887,1263218789.4915,492556163.128,569372415.6277888,54.32854737,21.18386859,24.48758403,126
2022-07-14,2260449747.3653116,1220944706.053,457728908.50600004,581776132.8063116,54.0133532,20.24946182,25.73718498,126
2022-07-15,2401874727.781049,1298770444.8385,503750559.069,599353723.8735487,54.07319665,20.97322368,24.95357967,126
2022-07-16,2517672327.1091294,1357909374.1225,554035254.421,605727698.5656295,53.93511139,22.00585233,24.05903628,126
2022-07-17,2466896435.545956,1315148302.562788,526224497.317,625523635.6661682,53.3118571,21.33143855,25.35670435,126
2022-07-18,2425927502.09237,1305157209.8595,510526943.95350003,610243348.2793701,53.80033858,21.04460844,25.15505297,126
2022-07-19,2560865442.445083,1349843935.4942758,550460279.475,660561227.4758073,52.71045925,21.49508796,25.79445279,126
2022-07-20,2709985916.0566497,1489366958.9775,553471149.776,667147807.3031497,54.95847599,20.4233958,24.61812821,126
2022-07-21,2546164898.8670077,1377073521.2625,538600613.7750001,630490763.8295076,54.08422376,21.1534066,24.76236964,126
2022-07-22,2633990561.2936,1420479903.9705,555722786.6800001,657787870.6431,53.92881527,21.09813129,24.97305345,127
2022-07-23,2588690604.485219,1388321318.275,565030045.3280001,635339240.8822188,53.63025291,21.82686662,24.54288047,127
